pgs_id,reported_trait,category
PGS000657,Heel quantitative ultrasound speed of sound (SOS),"Bone, Joint & Muscle Health"
PGS018640,Hemangioma and lymphangioma any site,Other Health Conditions
PGS018641,Hemangioma and lymphangioma any site,Other Health Conditions
PGS018642,Hemangioma and lymphangioma any site,Other Health Conditions
PGS018643,Hemangioma and lymphangioma any site,Other Health Conditions
PGS018644,Hemangioma and lymphangioma any site,Other Health Conditions
PGS000092,Hematocrit,Blood & Biomarkers
PGS000167,Hematocrit,Blood & Biomarkers
PGS003467,Hematocrit,Blood & Biomarkers
PGS004771,Hematocrit,Blood & Biomarkers
PGS004772,Hematocrit,Blood & Biomarkers
PGS004773,Hematocrit,Blood & Biomarkers
PGS004774,Hematocrit,Blood & Biomarkers
PGS019797,Hematocrit,Blood & Biomarkers
PGS019821,Hematocrit,Blood & Biomarkers
PGS019845,Hematocrit,Blood & Biomarkers
PGS019869,Hematocrit,Blood & Biomarkers
PGS019893,Hematocrit,Blood & Biomarkers
PGS003927,Hematocrit percentage,Blood & Biomarkers
PGS005177,Hematocrit variance,Blood & Biomarkers
PGS001136,"Hematologic disease, genetic",Blood & Biomarkers
PGS003425,Hemoglobin,Blood & Biomarkers
PGS003468,Hemoglobin,Blood & Biomarkers
PGS004769,Hemoglobin,Blood & Biomarkers
PGS004770,Hemoglobin,Blood & Biomarkers
PGS004956,Hemoglobin,Blood & Biomarkers
PGS004957,Hemoglobin,Blood & Biomarkers
PGS004958,Hemoglobin,Blood & Biomarkers
PGS004959,Hemoglobin,Blood & Biomarkers
PGS004960,Hemoglobin,Blood & Biomarkers
PGS004961,Hemoglobin,Blood & Biomarkers
PGS004962,Hemoglobin,Blood & Biomarkers
PGS004963,Hemoglobin,Blood & Biomarkers
PGS004964,Hemoglobin,Blood & Biomarkers
PGS004965,Hemoglobin,Blood & Biomarkers
PGS004966,Hemoglobin,Blood & Biomarkers
PGS004967,Hemoglobin,Blood & Biomarkers
PGS004968,Hemoglobin,Blood & Biomarkers
PGS019795,Hemoglobin,Blood & Biomarkers
PGS019819,Hemoglobin,Blood & Biomarkers
PGS019843,Hemoglobin,Blood & Biomarkers
PGS019867,Hemoglobin,Blood & Biomarkers
PGS019891,Hemoglobin,Blood & Biomarkers
PGS000093,Hemoglobin concentration,Blood & Biomarkers
PGS000168,Hemoglobin concentration,Blood & Biomarkers
PGS003926,Hemoglobin concentration,Blood & Biomarkers
PGS005178,Hemoglobin concentration variance,Blood & Biomarkers
PGS001024,Hemorrhoid,Digestive & Liver Health
PGS004933,Hemorrhoid,Digestive & Liver Health
PGS001846,Hemorrhoids,Digestive & Liver Health
PGS002058,Hemorrhoids,Digestive & Liver Health
PGS018435,Hepatitis NOS,Digestive & Liver Health
PGS018436,Hepatitis NOS,Digestive & Liver Health
PGS018437,Hepatitis NOS,Digestive & Liver Health
PGS018438,Hepatitis NOS,Digestive & Liver Health
PGS018439,Hepatitis NOS,Digestive & Liver Health
PGS018881,Hereditary hemolytic anemias,Blood & Biomarkers
PGS018882,Hereditary hemolytic anemias,Blood & Biomarkers
PGS018883,Hereditary hemolytic anemias,Blood & Biomarkers
PGS018884,Hereditary hemolytic anemias,Blood & Biomarkers
PGS018885,Hereditary hemolytic anemias,Blood & Biomarkers
PGS000939,Hiatus hernia,Digestive & Liver Health
PGS000936,High cholesterol,Cardiovascular & Cholesterol
PGS002334,High cholesterol,Cardiovascular & Cholesterol
PGS002406,High cholesterol,Cardiovascular & Cholesterol
PGS002455,High cholesterol,Cardiovascular & Cholesterol
PGS002504,High cholesterol,Cardiovascular & Cholesterol
PGS002553,High cholesterol,Cardiovascular & Cholesterol
PGS002602,High cholesterol,Cardiovascular & Cholesterol
PGS002651,High cholesterol,Cardiovascular & Cholesterol
PGS002700,High cholesterol,Cardiovascular & Cholesterol
PGS000352,High grade serous ovarian cancer,Cancer
PGS002728,Hip osteoarthritis,"Bone, Joint & Muscle Health"
PGS002763,Hip osteoarthritis,"Bone, Joint & Muscle Health"
PGS004882,Hip osteoarthritis,"Bone, Joint & Muscle Health"
PGS018417,Hip osteoarthritis,"Bone, Joint & Muscle Health"
PGS003449,Hodgkin lymphoma,Cancer
PGS000637,Hodgkin's disease,Cancer
PGS000638,Hodgkin's disease,Cancer
PGS000639,Hodgkin's disease,Cancer
PGS000640,Hodgkin's disease,Cancer
PGS005392,HOMA2-IR,Metabolism & Hormones
PGS003470,HOMA-IR,Metabolism & Hormones
PGS019491,Hydronephrosis,Kidney & Urinary Health
PGS019492,Hydronephrosis,Kidney & Urinary Health
PGS019493,Hydronephrosis,Kidney & Urinary Health
PGS019494,Hydronephrosis,Kidney & Urinary Health
PGS019495,Hydronephrosis,Kidney & Urinary Health
PGS019496,Hydronephrosis,Kidney & Urinary Health
PGS018410,Hypercholesterolaemia (high cholesterol),Cardiovascular & Cholesterol
PGS002764,Hypercholesterolemia,Cardiovascular & Cholesterol
PGS004783,Hypercholesterolemia,Cardiovascular & Cholesterol
PGS004784,Hypercholesterolemia,Cardiovascular & Cholesterol
PGS018801,Hypercholesterolemia,Cardiovascular & Cholesterol
PGS018802,Hypercholesterolemia,Cardiovascular & Cholesterol
PGS018803,Hypercholesterolemia,Cardiovascular & Cholesterol
PGS018804,Hypercholesterolemia,Cardiovascular & Cholesterol
PGS018805,Hypercholesterolemia,Cardiovascular & Cholesterol
PGS018806,Hyperglyceridemia,Cardiovascular & Cholesterol
PGS018807,Hyperglyceridemia,Cardiovascular & Cholesterol
PGS018808,Hyperglyceridemia,Cardiovascular & Cholesterol
PGS018809,Hyperglyceridemia,Cardiovascular & Cholesterol
PGS018810,Hyperglyceridemia,Cardiovascular & Cholesterol
PGS018791,Hyperlipidemia,Cardiovascular & Cholesterol
PGS018792,Hyperlipidemia,Cardiovascular & Cholesterol
PGS018793,Hyperlipidemia,Cardiovascular & Cholesterol
PGS018794,Hyperlipidemia,Cardiovascular & Cholesterol
PGS018795,Hyperlipidemia,Cardiovascular & Cholesterol
PGS001865,Hyperplasia of prostate,Kidney & Urinary Health
PGS002076,Hyperplasia of prostate,Kidney & Urinary Health
PGS019522,Hyperplasia of prostate,Kidney & Urinary Health
PGS019523,Hyperplasia of prostate,Kidney & Urinary Health
PGS019524,Hyperplasia of prostate,Kidney & Urinary Health
PGS019525,Hyperplasia of prostate,Kidney & Urinary Health
PGS019526,Hyperplasia of prostate,Kidney & Urinary Health
PGS001338,Hyperplasia of prostate (time-to-event),Kidney & Urinary Health
PGS000706,Hypertension,Cardiovascular & Cholesterol
PGS001320,Hypertension,Cardiovascular & Cholesterol
PGS001838,Hypertension,Cardiovascular & Cholesterol
PGS002047,Hypertension,Cardiovascular & Cholesterol
PGS002296,Hypertension,Cardiovascular & Cholesterol
PGS002335,Hypertension,Cardiovascular & Cholesterol
PGS002407,Hypertension,Cardiovascular & Cholesterol
PGS002456,Hypertension,Cardiovascular & Cholesterol
PGS002505,Hypertension,Cardiovascular & Cholesterol
PGS002554,Hypertension,Cardiovascular & Cholesterol
PGS002603,Hypertension,Cardiovascular & Cholesterol
PGS002652,Hypertension,Cardiovascular & Cholesterol
PGS002701,Hypertension,Cardiovascular & Cholesterol
PGS002765,Hypertension,Cardiovascular & Cholesterol
PGS002994,Hypertension,Cardiovascular & Cholesterol
PGS002995,Hypertension,Cardiovascular & Cholesterol
PGS002996,Hypertension,Cardiovascular & Cholesterol
PGS002997,Hypertension,Cardiovascular & Cholesterol
PGS002998,Hypertension,Cardiovascular & Cholesterol
PGS002999,Hypertension,Cardiovascular & Cholesterol
PGS003000,Hypertension,Cardiovascular & Cholesterol
PGS003001,Hypertension,Cardiovascular & Cholesterol
PGS003002,Hypertension,Cardiovascular & Cholesterol
PGS003003,Hypertension,Cardiovascular & Cholesterol
PGS003004,Hypertension,Cardiovascular & Cholesterol
PGS003005,Hypertension,Cardiovascular & Cholesterol
PGS003006,Hypertension,Cardiovascular & Cholesterol
PGS003007,Hypertension,Cardiovascular & Cholesterol
PGS003008,Hypertension,Cardiovascular & Cholesterol
PGS003009,Hypertension,Cardiovascular & Cholesterol
PGS003010,Hypertension,Cardiovascular & Cholesterol
PGS003011,Hypertension,Cardiovascular & Cholesterol
PGS003012,Hypertension,Cardiovascular & Cholesterol
PGS003013,Hypertension,Cardiovascular & Cholesterol
PGS003014,Hypertension,Cardiovascular & Cholesterol
PGS003015,Hypertension,Cardiovascular & Cholesterol
PGS003016,Hypertension,Cardiovascular & Cholesterol
PGS003017,Hypertension,Cardiovascular & Cholesterol
PGS003018,Hypertension,Cardiovascular & Cholesterol
PGS003019,Hypertension,Cardiovascular & Cholesterol
PGS003020,Hypertension,Cardiovascular & Cholesterol
PGS003021,Hypertension,Cardiovascular & Cholesterol
PGS003022,Hypertension,Cardiovascular & Cholesterol
PGS003023,Hypertension,Cardiovascular & Cholesterol
PGS003024,Hypertension,Cardiovascular & Cholesterol
PGS003025,Hypertension,Cardiovascular & Cholesterol
PGS003026,Hypertension,Cardiovascular & Cholesterol
PGS003027,Hypertension,Cardiovascular & Cholesterol
PGS003028,Hypertension,Cardiovascular & Cholesterol
PGS004191,Hypertension,Cardiovascular & Cholesterol
PGS004192,Hypertension,Cardiovascular & Cholesterol
PGS004193,Hypertension,Cardiovascular & Cholesterol
PGS004194,Hypertension,Cardiovascular & Cholesterol
PGS004195,Hypertension,Cardiovascular & Cholesterol
PGS004234,Hypertension,Cardiovascular & Cholesterol
PGS004236,Hypertension,Cardiovascular & Cholesterol
PGS004455,Hypertension,Cardiovascular & Cholesterol
PGS004525,Hypertension,Cardiovascular & Cholesterol
PGS004785,Hypertension,Cardiovascular & Cholesterol
PGS004786,Hypertension,Cardiovascular & Cholesterol
PGS004787,Hypertension,Cardiovascular & Cholesterol
PGS004788,Hypertension,Cardiovascular & Cholesterol
PGS004934,Hypertension,Cardiovascular & Cholesterol
PGS005144,Hypertension,Cardiovascular & Cholesterol
PGS005153,Hypertension,Cardiovascular & Cholesterol
PGS018411,Hypertension,Cardiovascular & Cholesterol
PGS019126,Hypertension,Cardiovascular & Cholesterol
PGS019127,Hypertension,Cardiovascular & Cholesterol
PGS019128,Hypertension,Cardiovascular & Cholesterol
PGS019129,Hypertension,Cardiovascular & Cholesterol
PGS019130,Hypertension,Cardiovascular & Cholesterol
PGS019131,Hypertension,Cardiovascular & Cholesterol
PGS019138,Hypertensive heart and or renal disease,Cardiovascular & Cholesterol
PGS019139,Hypertensive heart and or renal disease,Cardiovascular & Cholesterol
PGS019140,Hypertensive heart and or renal disease,Cardiovascular & Cholesterol
PGS019141,Hypertensive heart and or renal disease,Cardiovascular & Cholesterol
PGS019142,Hypertensive heart and or renal disease,Cardiovascular & Cholesterol
PGS019143,Hypertensive heart and or renal disease,Cardiovascular & Cholesterol
PGS019149,Hypertensive heart disease,Cardiovascular & Cholesterol
PGS019150,Hypertensive heart disease,Cardiovascular & Cholesterol
PGS019151,Hypertensive heart disease,Cardiovascular & Cholesterol
PGS019152,Hypertensive heart disease,Cardiovascular & Cholesterol
PGS019153,Hypertensive heart disease,Cardiovascular & Cholesterol
PGS019154,Hypertensive heart disease,Cardiovascular & Cholesterol
PGS001043,"Hyperthyroidism, thyrotoxicosis",Metabolism & Hormones
PGS000739,Hypertrophic cardiomyopathy,Cardiovascular & Cholesterol
PGS004910,Hypertrophic cardiomyopathy,Cardiovascular & Cholesterol
PGS004911,Hypertrophic cardiomyopathy (MTAG),Cardiovascular & Cholesterol
PGS000759,Hypothyroidism,Metabolism & Hormones
PGS000761,Hypothyroidism,Metabolism & Hormones
PGS001816,Hypothyroidism,Metabolism & Hormones
PGS002024,Hypothyroidism,Metabolism & Hormones
PGS002336,Hypothyroidism,Metabolism & Hormones
PGS002408,Hypothyroidism,Metabolism & Hormones
PGS002457,Hypothyroidism,Metabolism & Hormones
PGS002506,Hypothyroidism,Metabolism & Hormones
PGS002555,Hypothyroidism,Metabolism & Hormones
PGS002604,Hypothyroidism,Metabolism & Hormones
PGS002653,Hypothyroidism,Metabolism & Hormones
PGS002702,Hypothyroidism,Metabolism & Hormones
PGS002766,Hypothyroidism,Metabolism & Hormones
PGS004789,Hypothyroidism,Metabolism & Hormones
PGS004790,Hypothyroidism,Metabolism & Hormones
PGS004935,Hypothyroidism,Metabolism & Hormones
PGS005218,Hypothyroidism,Metabolism & Hormones
PGS005267,Hypothyroidism,Metabolism & Hormones
PGS005268,Hypothyroidism,Metabolism & Hormones
PGS005269,Hypothyroidism,Metabolism & Hormones
PGS018677,Hypothyroidism,Metabolism & Hormones
PGS018678,Hypothyroidism,Metabolism & Hormones
PGS018679,Hypothyroidism,Metabolism & Hormones
PGS018680,Hypothyroidism,Metabolism & Hormones
PGS018681,Hypothyroidism,Metabolism & Hormones
PGS018682,Hypothyroidism,Metabolism & Hormones
PGS000965,Hypothyroidism/myxoedema,Metabolism & Hormones
PGS018683,Hypothyroidism NOS,Metabolism & Hormones
PGS018684,Hypothyroidism NOS,Metabolism & Hormones
PGS018685,Hypothyroidism NOS,Metabolism & Hormones
PGS018686,Hypothyroidism NOS,Metabolism & Hormones
PGS018687,Hypothyroidism NOS,Metabolism & Hormones
PGS018688,Hypothyroidism NOS,Metabolism & Hormones
PGS000820,Hypothyroidism (self-reported),Metabolism & Hormones
PGS004456,I10 (Essential (primary) hypertension),Cardiovascular & Cholesterol
PGS004526,I10 (Essential (primary) hypertension),Cardiovascular & Cholesterol
PGS004457,I20 (Angina pectoris),Cardiovascular & Cholesterol
PGS004527,I20 (Angina pectoris),Cardiovascular & Cholesterol
PGS004458,I21 (Acute myocardial infarction),Cardiovascular & Cholesterol
PGS004528,I21 (Acute myocardial infarction),Cardiovascular & Cholesterol
PGS004459,I25 (Chronic ischemic heart disease),Cardiovascular & Cholesterol
PGS004529,I25 (Chronic ischemic heart disease),Cardiovascular & Cholesterol
PGS004460,I26 (Pulmonary embolism),Cardiovascular & Cholesterol
PGS004530,I26 (Pulmonary embolism),Cardiovascular & Cholesterol
PGS004461,I48 (Atrial fibrillation and flutter),Cardiovascular & Cholesterol
PGS004531,I48 (Atrial fibrillation and flutter),Cardiovascular & Cholesterol
PGS004462,I50 (Heart failure),Cardiovascular & Cholesterol
PGS004532,I50 (Heart failure),Cardiovascular & Cholesterol
PGS004464,I84 (Hemorrhoids),Digestive & Liver Health
PGS004534,I84 (Hemorrhoids),Digestive & Liver Health
PGS005282,IgA nephropathy,Kidney & Urinary Health
PGS005283,IgA nephropathy,Kidney & Urinary Health
PGS005284,IgA nephropathy,Kidney & Urinary Health
PGS018776,Impaired fasting glucose,Metabolism & Hormones
PGS018777,Impaired fasting glucose,Metabolism & Hormones
PGS018778,Impaired fasting glucose,Metabolism & Hormones
PGS018779,Impaired fasting glucose,Metabolism & Hormones
PGS018780,Impaired fasting glucose,Metabolism & Hormones
PGS002773,Incident atrial fibrillation,Cardiovascular & Cholesterol
PGS002774,Incident atrial fibrillation,Cardiovascular & Cholesterol
PGS002775,Incident coronary artery disease,Cardiovascular & Cholesterol
PGS002776,Incident coronary artery disease,Cardiovascular & Cholesterol
PGS002777,Incident hypertension,Cardiovascular & Cholesterol
PGS002778,Incident hypertension,Cardiovascular & Cholesterol
PGS002779,Incident type 2 diabetes,Metabolism & Hormones
PGS002780,Incident type 2 diabetes,Metabolism & Hormones
PGS002045,Inflammation of the eye,Eye Health
PGS019001,Inflammatory and toxic neuropathy,Brain & Mental Health
PGS019002,Inflammatory and toxic neuropathy,Brain & Mental Health
PGS019003,Inflammatory and toxic neuropathy,Brain & Mental Health
PGS019004,Inflammatory and toxic neuropathy,Brain & Mental Health
PGS019005,Inflammatory and toxic neuropathy,Brain & Mental Health
PGS000017,Inflammatory bowel disease,Immune & Autoimmune
PGS001288,Inflammatory bowel disease,Immune & Autoimmune
PGS004270,Inflammatory bowel disease,Immune & Autoimmune
PGS004271,Inflammatory bowel disease,Immune & Autoimmune
PGS004272,Inflammatory bowel disease,Immune & Autoimmune
PGS004273,Inflammatory bowel disease,Immune & Autoimmune
PGS004274,Inflammatory bowel disease,Immune & Autoimmune
PGS003981,Inflammatory bowel disease (IBD),Immune & Autoimmune
PGS003997,Inflammatory bowel disease (IBD),Immune & Autoimmune
PGS004013,Inflammatory bowel disease (IBD),Immune & Autoimmune
PGS004023,Inflammatory bowel disease (IBD),Immune & Autoimmune
PGS004038,Inflammatory bowel disease (IBD),Immune & Autoimmune
PGS004051,Inflammatory bowel disease (IBD),Immune & Autoimmune
PGS004067,Inflammatory bowel disease (IBD),Immune & Autoimmune
PGS004081,Inflammatory bowel disease (IBD),Immune & Autoimmune
PGS004097,Inflammatory bowel disease (IBD),Immune & Autoimmune
PGS004105,Inflammatory bowel disease (IBD),Immune & Autoimmune
PGS004121,Inflammatory bowel disease (IBD),Immune & Autoimmune
PGS004135,Inflammatory bowel disease (IBD),Immune & Autoimmune
PGS004151,Inflammatory bowel disease (IBD),Immune & Autoimmune
PGS005251,INFLA-Score,Blood & Biomarkers
PGS000948,Inguinal hernia,Digestive & Liver Health
PGS001854,Inguinal hernia,Digestive & Liver Health
PGS002065,Inguinal hernia,Digestive & Liver Health
PGS019345,Inguinal hernia,Digestive & Liver Health
PGS019346,Inguinal hernia,Digestive & Liver Health
PGS019347,Inguinal hernia,Digestive & Liver Health
PGS019348,Inguinal hernia,Digestive & Liver Health
PGS019349,Inguinal hernia,Digestive & Liver Health
PGS000949,Inguinal hernia (time-to-event),Digestive & Liver Health
PGS000908,Insomnia,Brain & Mental Health
PGS003319,Insomnia,Brain & Mental Health
PGS003320,Insomnia,Brain & Mental Health
PGS003321,Insomnia,Brain & Mental Health
PGS003322,Insomnia,Brain & Mental Health
PGS003323,Insomnia,Brain & Mental Health
PGS003324,Insomnia,Brain & Mental Health
PGS003325,Insomnia,Brain & Mental Health
PGS003326,Insomnia,Brain & Mental Health
PGS003327,Insomnia,Brain & Mental Health
PGS003328,Insomnia,Brain & Mental Health
PGS003473,Insomnia,Brain & Mental Health
PGS003859,Insomnia,Brain & Mental Health
PGS019928,Insomnia,Brain & Mental Health
PGS019929,Insomnia,Brain & Mental Health
PGS019933,Insomnia,Brain & Mental Health
PGS001296,Insulin-dependent diabetes mellitus (time-to-event),Metabolism & Hormones
PGS002295,Insulin growth-like factor-1 level,Metabolism & Hormones
PGS000877,Insulin resistance,Metabolism & Hormones
PGS000871,Insulin secretion,Metabolism & Hormones
PGS000835,Insulin secretion rate,Metabolism & Hormones
PGS000837,Insulin sensitivity index,Metabolism & Hormones
PGS003457,Intracerebral hemorrhage,Cardiovascular & Cholesterol
PGS004943,Intracerebral hemorrhage,Cardiovascular & Cholesterol
PGS019220,Intracerebral hemorrhage,Cardiovascular & Cholesterol
PGS019221,Intracerebral hemorrhage,Cardiovascular & Cholesterol
PGS019222,Intracerebral hemorrhage,Cardiovascular & Cholesterol
PGS019223,Intracerebral hemorrhage,Cardiovascular & Cholesterol
PGS019224,Intracerebral hemorrhage,Cardiovascular & Cholesterol
PGS003406,Intracranial aneurysm,Cardiovascular & Cholesterol
PGS003407,Intracranial aneurysm,Cardiovascular & Cholesterol
PGS003408,Intracranial aneurysm,Cardiovascular & Cholesterol
PGS003409,Intracranial aneurysm,Cardiovascular & Cholesterol
PGS003410,Intracranial aneurysm,Cardiovascular & Cholesterol
PGS003411,Intracranial aneurysm,Cardiovascular & Cholesterol
PGS019215,Intracranial hemorrhage,Cardiovascular & Cholesterol
PGS019216,Intracranial hemorrhage,Cardiovascular & Cholesterol
PGS019217,Intracranial hemorrhage,Cardiovascular & Cholesterol
PGS019218,Intracranial hemorrhage,Cardiovascular & Cholesterol
PGS019219,Intracranial hemorrhage,Cardiovascular & Cholesterol
PGS000351,Invasive epithelial ovarian cancer,Cancer
PGS000966,Iritis,Eye Health
PGS018866,Iron deficiency anemias,Blood & Biomarkers
PGS018867,Iron deficiency anemias,Blood & Biomarkers
PGS018868,Iron deficiency anemias,Blood & Biomarkers
PGS018869,Iron deficiency anemias,Blood & Biomarkers
PGS018870,Iron deficiency anemias,Blood & Biomarkers
PGS018876,Iron deficiency anemia secondary to blood loss chronic,Blood & Biomarkers
PGS018877,Iron deficiency anemia secondary to blood loss chronic,Blood & Biomarkers
PGS018878,Iron deficiency anemia secondary to blood loss chronic,Blood & Biomarkers
PGS018879,Iron deficiency anemia secondary to blood loss chronic,Blood & Biomarkers
PGS018880,Iron deficiency anemia secondary to blood loss chronic,Blood & Biomarkers
PGS018871,Iron deficiency anemias unspecified or not due to blood loss,Blood & Biomarkers
PGS018872,Iron deficiency anemias unspecified or not due to blood loss,Blood & Biomarkers
PGS018873,Iron deficiency anemias unspecified or not due to blood loss,Blood & Biomarkers
PGS018874,Iron deficiency anemias unspecified or not due to blood loss,Blood & Biomarkers
PGS018875,Iron deficiency anemias unspecified or not due to blood loss,Blood & Biomarkers
PGS019567,Irregular menstrual cycle,Reproductive Health
PGS019568,Irregular menstrual cycle,Reproductive Health
PGS019569,Irregular menstrual cycle,Reproductive Health
PGS019570,Irregular menstrual cycle,Reproductive Health
PGS019571,Irregular menstrual cycle,Reproductive Health
PGS019155,Ischemic Heart Disease,Cardiovascular & Cholesterol
PGS019156,Ischemic Heart Disease,Cardiovascular & Cholesterol
PGS019157,Ischemic Heart Disease,Cardiovascular & Cholesterol
PGS019158,Ischemic Heart Disease,Cardiovascular & Cholesterol
PGS019159,Ischemic Heart Disease,Cardiovascular & Cholesterol
PGS000039,Ischemic stroke,Cardiovascular & Cholesterol
PGS000665,Ischemic stroke,Cardiovascular & Cholesterol
PGS000911,Ischemic stroke,Cardiovascular & Cholesterol
PGS002724,Ischemic stroke,Cardiovascular & Cholesterol
PGS002725,Ischemic stroke,Cardiovascular & Cholesterol
PGS004322,Ischemic stroke,Cardiovascular & Cholesterol
PGS004597,Ischemic stroke,Cardiovascular & Cholesterol
PGS004942,Ischemic stroke,Cardiovascular & Cholesterol
PGS012545,Ischemic stroke,Cardiovascular & Cholesterol
PGS004465,J33 (Nasal polyp),Lung & Respiratory
PGS004535,J33 (Nasal polyp),Lung & Respiratory
PGS004466,J44 (Other chronic obstructive pulmonary disease),Lung & Respiratory
PGS004536,J44 (Other chronic obstructive pulmonary disease),Lung & Respiratory
PGS004467,J45 (Asthma),Lung & Respiratory
PGS004537,J45 (Asthma),Lung & Respiratory
PGS000114,Juvenile Idiopathic Arthritis,"Bone, Joint & Muscle Health"
PGS004468,K21 (Gastroesophageal reflux disease),Digestive & Liver Health
PGS004538,K21 (Gastroesophageal reflux disease),Digestive & Liver Health
PGS004469,K22 (Other diseases of oesophagus),Digestive & Liver Health
PGS004539,K22 (Other diseases of oesophagus),Digestive & Liver Health
PGS004470,K29 (Gastritis and duodenitis),Digestive & Liver Health
PGS004540,K29 (Gastritis and duodenitis),Digestive & Liver Health
PGS004471,K40 (Inguinal hernia),Digestive & Liver Health
PGS004541,K40 (Inguinal hernia),Digestive & Liver Health
PGS004472,K42 (Umbilical hernia),Digestive & Liver Health
PGS004542,K42 (Umbilical hernia),Digestive & Liver Health
PGS004473,K44 (Diaphragmatic hernia),Digestive & Liver Health
PGS004543,K44 (Diaphragmatic hernia),Digestive & Liver Health
PGS004474,K57 (Diverticular disease of intestine),Digestive & Liver Health
PGS004544,K57 (Diverticular disease of intestine),Digestive & Liver Health
PGS004475,K59 (Other functional intestinal disorders),Digestive & Liver Health
PGS004545,K59 (Other functional intestinal disorders),Digestive & Liver Health
PGS004476,K80 (Cholelithiasis),Digestive & Liver Health
PGS004546,K80 (Cholelithiasis),Digestive & Liver Health
PGS004592,Keratinocyte cancer,Cancer
PGS019056,Keratitis,Eye Health
PGS019057,Keratitis,Eye Health
PGS019058,Keratitis,Eye Health
PGS019059,Keratitis,Eye Health
PGS019060,Keratitis,Eye Health
PGS002292,Keratoconus,Eye Health
PGS000076,Kidney cancer,Cancer
PGS000722,Kidney cancer,Cancer
PGS000787,Kidney cancer,Cancer
PGS004245,Kidney cancer,Cancer
PGS004690,Kidney cancer,Cancer
PGS004908,Kidney cancer,Cancer
PGS000708,Kidney failure,Kidney & Urinary Health
PGS002729,Knee osteoarthritis,"Bone, Joint & Muscle Health"
PGS002767,Knee osteoarthritis,"Bone, Joint & Muscle Health"
PGS004883,Knee osteoarthritis,"Bone, Joint & Muscle Health"
PGS018416,Knee osteoarthritis,"Bone, Joint & Muscle Health"
PGS019096,Labyrinthitis,Hearing & Ear Health
PGS019097,Labyrinthitis,Hearing & Ear Health
PGS019098,Labyrinthitis,Hearing & Ear Health
PGS019099,Labyrinthitis,Hearing & Ear Health
PGS019100,Labyrinthitis,Hearing & Ear Health
PGS000360,Laryngeal cancer,Cancer
PGS000361,Laryngeal cancer,Cancer
PGS000362,Laryngeal cancer,Cancer
PGS019245,Late effects of cerebrovascular disease,Cardiovascular & Cholesterol
PGS019246,Late effects of cerebrovascular disease,Cardiovascular & Cholesterol
PGS019247,Late effects of cerebrovascular disease,Cardiovascular & Cholesterol
PGS019248,Late effects of cerebrovascular disease,Cardiovascular & Cholesterol
PGS019249,Late effects of cerebrovascular disease,Cardiovascular & Cholesterol
PGS002289,Late-onset Alzheimer's disease,Brain & Mental Health
PGS000334,Late-onset Alzheimer’s disease,Brain & Mental Health
PGS000065,LDL cholesterol,Cardiovascular & Cholesterol
PGS000115,LDL cholesterol,Cardiovascular & Cholesterol
PGS000310,LDL cholesterol,Cardiovascular & Cholesterol
PGS000340,LDL cholesterol,Cardiovascular & Cholesterol
PGS000661,LDL cholesterol,Cardiovascular & Cholesterol
PGS000814,LDL cholesterol,Cardiovascular & Cholesterol
PGS000824,LDL cholesterol,Cardiovascular & Cholesterol
PGS000846,LDL cholesterol,Cardiovascular & Cholesterol
PGS000875,LDL cholesterol,Cardiovascular & Cholesterol
PGS000886,LDL cholesterol,Cardiovascular & Cholesterol
PGS000887,LDL cholesterol,Cardiovascular & Cholesterol
PGS000888,LDL cholesterol,Cardiovascular & Cholesterol
PGS000889,LDL cholesterol,Cardiovascular & Cholesterol
PGS000890,LDL cholesterol,Cardiovascular & Cholesterol
PGS000891,LDL cholesterol,Cardiovascular & Cholesterol
PGS000892,LDL cholesterol,Cardiovascular & Cholesterol
PGS000893,LDL cholesterol,Cardiovascular & Cholesterol
PGS000895,LDL cholesterol,Cardiovascular & Cholesterol
PGS000896,LDL cholesterol,Cardiovascular & Cholesterol
PGS000897,LDL cholesterol,Cardiovascular & Cholesterol
PGS002274,LDL cholesterol,Cardiovascular & Cholesterol
PGS002285,LDL cholesterol,Cardiovascular & Cholesterol
PGS002337,LDL cholesterol,Cardiovascular & Cholesterol
PGS002369,LDL cholesterol,Cardiovascular & Cholesterol
PGS002409,LDL cholesterol,Cardiovascular & Cholesterol
PGS002458,LDL cholesterol,Cardiovascular & Cholesterol
PGS002507,LDL cholesterol,Cardiovascular & Cholesterol
PGS002556,LDL cholesterol,Cardiovascular & Cholesterol
PGS002605,LDL cholesterol,Cardiovascular & Cholesterol
PGS002654,LDL cholesterol,Cardiovascular & Cholesterol
PGS002703,LDL cholesterol,Cardiovascular & Cholesterol
PGS003029,LDL cholesterol,Cardiovascular & Cholesterol
PGS003030,LDL cholesterol,Cardiovascular & Cholesterol
PGS003031,LDL cholesterol,Cardiovascular & Cholesterol
PGS003032,LDL cholesterol,Cardiovascular & Cholesterol
PGS003033,LDL cholesterol,Cardiovascular & Cholesterol
PGS003034,LDL cholesterol,Cardiovascular & Cholesterol
PGS003035,LDL cholesterol,Cardiovascular & Cholesterol
PGS003036,LDL cholesterol,Cardiovascular & Cholesterol
PGS003037,LDL cholesterol,Cardiovascular & Cholesterol
PGS003038,LDL cholesterol,Cardiovascular & Cholesterol
PGS003339,LDL cholesterol,Cardiovascular & Cholesterol
PGS003348,LDL cholesterol,Cardiovascular & Cholesterol
