pgs_id,reported_trait,category
PGS003403,LDL cholesterol,Cardiovascular & Cholesterol
PGS003404,LDL cholesterol,Cardiovascular & Cholesterol
PGS003405,LDL cholesterol,Cardiovascular & Cholesterol
PGS003784,LDL cholesterol,Cardiovascular & Cholesterol
PGS003785,LDL cholesterol,Cardiovascular & Cholesterol
PGS003786,LDL cholesterol,Cardiovascular & Cholesterol
PGS003787,LDL cholesterol,Cardiovascular & Cholesterol
PGS003788,LDL cholesterol,Cardiovascular & Cholesterol
PGS003789,LDL cholesterol,Cardiovascular & Cholesterol
PGS003790,LDL cholesterol,Cardiovascular & Cholesterol
PGS003791,LDL cholesterol,Cardiovascular & Cholesterol
PGS003792,LDL cholesterol,Cardiovascular & Cholesterol
PGS003793,LDL cholesterol,Cardiovascular & Cholesterol
PGS003794,LDL cholesterol,Cardiovascular & Cholesterol
PGS003795,LDL cholesterol,Cardiovascular & Cholesterol
PGS003796,LDL cholesterol,Cardiovascular & Cholesterol
PGS003797,LDL cholesterol,Cardiovascular & Cholesterol
PGS003798,LDL cholesterol,Cardiovascular & Cholesterol
PGS003799,LDL cholesterol,Cardiovascular & Cholesterol
PGS003800,LDL cholesterol,Cardiovascular & Cholesterol
PGS003855,LDL cholesterol,Cardiovascular & Cholesterol
PGS003869,LDL cholesterol,Cardiovascular & Cholesterol
PGS003870,LDL cholesterol,Cardiovascular & Cholesterol
PGS003871,LDL cholesterol,Cardiovascular & Cholesterol
PGS003872,LDL cholesterol,Cardiovascular & Cholesterol
PGS003873,LDL cholesterol,Cardiovascular & Cholesterol
PGS003874,LDL cholesterol,Cardiovascular & Cholesterol
PGS003974,LDL cholesterol,Cardiovascular & Cholesterol
PGS003975,LDL cholesterol,Cardiovascular & Cholesterol
PGS003976,LDL cholesterol,Cardiovascular & Cholesterol
PGS003977,LDL cholesterol,Cardiovascular & Cholesterol
PGS003978,LDL cholesterol,Cardiovascular & Cholesterol
PGS004637,LDL cholesterol,Cardiovascular & Cholesterol
PGS004638,LDL cholesterol,Cardiovascular & Cholesterol
PGS004639,LDL cholesterol,Cardiovascular & Cholesterol
PGS004640,LDL cholesterol,Cardiovascular & Cholesterol
PGS004641,LDL cholesterol,Cardiovascular & Cholesterol
PGS004642,LDL cholesterol,Cardiovascular & Cholesterol
PGS004643,LDL cholesterol,Cardiovascular & Cholesterol
PGS004644,LDL cholesterol,Cardiovascular & Cholesterol
PGS004645,LDL cholesterol,Cardiovascular & Cholesterol
PGS004646,LDL cholesterol,Cardiovascular & Cholesterol
PGS004647,LDL cholesterol,Cardiovascular & Cholesterol
PGS004648,LDL cholesterol,Cardiovascular & Cholesterol
PGS004649,LDL cholesterol,Cardiovascular & Cholesterol
PGS004650,LDL cholesterol,Cardiovascular & Cholesterol
PGS004651,LDL cholesterol,Cardiovascular & Cholesterol
PGS004791,LDL cholesterol,Cardiovascular & Cholesterol
PGS004792,LDL cholesterol,Cardiovascular & Cholesterol
PGS004793,LDL cholesterol,Cardiovascular & Cholesterol
PGS004794,LDL cholesterol,Cardiovascular & Cholesterol
PGS004915,LDL cholesterol,Cardiovascular & Cholesterol
PGS004936,LDL cholesterol,Cardiovascular & Cholesterol
PGS004969,LDL cholesterol,Cardiovascular & Cholesterol
PGS004970,LDL cholesterol,Cardiovascular & Cholesterol
PGS004971,LDL cholesterol,Cardiovascular & Cholesterol
PGS004972,LDL cholesterol,Cardiovascular & Cholesterol
PGS004973,LDL cholesterol,Cardiovascular & Cholesterol
PGS004974,LDL cholesterol,Cardiovascular & Cholesterol
PGS004975,LDL cholesterol,Cardiovascular & Cholesterol
PGS004976,LDL cholesterol,Cardiovascular & Cholesterol
PGS004977,LDL cholesterol,Cardiovascular & Cholesterol
PGS004978,LDL cholesterol,Cardiovascular & Cholesterol
PGS004979,LDL cholesterol,Cardiovascular & Cholesterol
PGS004980,LDL cholesterol,Cardiovascular & Cholesterol
PGS004981,LDL cholesterol,Cardiovascular & Cholesterol
PGS012517,LDL cholesterol,Cardiovascular & Cholesterol
PGS012525,LDL cholesterol,Cardiovascular & Cholesterol
PGS019801,LDL cholesterol,Cardiovascular & Cholesterol
PGS019825,LDL cholesterol,Cardiovascular & Cholesterol
PGS019849,LDL cholesterol,Cardiovascular & Cholesterol
PGS019873,LDL cholesterol,Cardiovascular & Cholesterol
PGS019897,LDL cholesterol,Cardiovascular & Cholesterol
PGS000688,LDL cholesterol [mmol/L] (statin adjusted),Cardiovascular & Cholesterol
PGS005248,LDL-C levels,Cardiovascular & Cholesterol
PGS005249,LDL-C levels,Cardiovascular & Cholesterol
PGS005250,LDL-C levels,Cardiovascular & Cholesterol
PGS001933,LDL direct,Cardiovascular & Cholesterol
PGS002150,LDL direct,Cardiovascular & Cholesterol
PGS003517,LDL direct,Cardiovascular & Cholesterol
PGS003474,LDL levels,Cardiovascular & Cholesterol
PGS002730,LDL lowering in response to statin,Cardiovascular & Cholesterol
PGS000260,Lectin-like oxidized LDL receptor 1 (LOX-1) serum levels,Cardiovascular & Cholesterol
PGS001038,"Left heel bone mineral density (BMD) T-score, automated","Bone, Joint & Muscle Health"
PGS000138,Lifetime Major Depressive Disorder,Brain & Mental Health
PGS000139,Lifetime Major Depressive Disorder (with recurrence),Brain & Mental Health
PGS005320,Lipoprotein (a),Cardiovascular & Cholesterol
PGS000313,Lipoprotein A,Cardiovascular & Cholesterol
PGS000667,Lipoprotein A,Cardiovascular & Cholesterol
PGS001963,Lipoprotein A,Cardiovascular & Cholesterol
PGS002181,Lipoprotein A,Cardiovascular & Cholesterol
PGS003542,Lipoprotein A,Cardiovascular & Cholesterol
PGS004202,Lipoprotein A,Cardiovascular & Cholesterol
PGS004203,Lipoprotein A,Cardiovascular & Cholesterol
PGS004204,Lipoprotein A,Cardiovascular & Cholesterol
PGS004205,Lipoprotein A,Cardiovascular & Cholesterol
PGS000752,Lipoprotein A concentration [nmol/L],Cardiovascular & Cholesterol
PGS000689,Lipoprotein A [nmol/L],Cardiovascular & Cholesterol
PGS003801,Log triglycerides,Cardiovascular & Cholesterol
PGS003802,Log triglycerides,Cardiovascular & Cholesterol
PGS003803,Log triglycerides,Cardiovascular & Cholesterol
PGS003804,Log triglycerides,Cardiovascular & Cholesterol
PGS003805,Log triglycerides,Cardiovascular & Cholesterol
PGS003806,Log triglycerides,Cardiovascular & Cholesterol
PGS003807,Log triglycerides,Cardiovascular & Cholesterol
PGS003808,Log triglycerides,Cardiovascular & Cholesterol
PGS003809,Log triglycerides,Cardiovascular & Cholesterol
PGS003810,Log triglycerides,Cardiovascular & Cholesterol
PGS003811,Log triglycerides,Cardiovascular & Cholesterol
PGS003812,Log triglycerides,Cardiovascular & Cholesterol
PGS003813,Log triglycerides,Cardiovascular & Cholesterol
PGS003814,Log triglycerides,Cardiovascular & Cholesterol
PGS003815,Log triglycerides,Cardiovascular & Cholesterol
PGS003816,Log triglycerides,Cardiovascular & Cholesterol
PGS003817,Log triglycerides,Cardiovascular & Cholesterol
PGS004652,Log triglycerides,Cardiovascular & Cholesterol
PGS004653,Log triglycerides,Cardiovascular & Cholesterol
PGS004654,Log triglycerides,Cardiovascular & Cholesterol
PGS004655,Log triglycerides,Cardiovascular & Cholesterol
PGS004656,Log triglycerides,Cardiovascular & Cholesterol
PGS004657,Log triglycerides,Cardiovascular & Cholesterol
PGS004658,Log triglycerides,Cardiovascular & Cholesterol
PGS004659,Log triglycerides,Cardiovascular & Cholesterol
PGS004660,Log triglycerides,Cardiovascular & Cholesterol
PGS004661,Log triglycerides,Cardiovascular & Cholesterol
PGS004662,Log triglycerides,Cardiovascular & Cholesterol
PGS004663,Log triglycerides,Cardiovascular & Cholesterol
PGS004664,Log triglycerides,Cardiovascular & Cholesterol
PGS004665,Log triglycerides,Cardiovascular & Cholesterol
PGS004666,Log triglycerides,Cardiovascular & Cholesterol
PGS000061,Low-density lipoprotein (LDL) cholesterol,Cardiovascular & Cholesterol
PGS019537,Lump or mass in breast,Reproductive Health
PGS019538,Lump or mass in breast,Reproductive Health
PGS019539,Lump or mass in breast,Reproductive Health
PGS019540,Lump or mass in breast,Reproductive Health
PGS019541,Lump or mass in breast,Reproductive Health
PGS003393,Lung adenocarcinoma,Cancer
PGS005169,Lung adenocarcinoma,Cancer
PGS000388,Lung and bronchus cancer,Cancer
PGS000389,Lung and bronchus cancer,Cancer
PGS000390,Lung and bronchus cancer,Cancer
PGS000391,Lung and bronchus cancer,Cancer
PGS000392,Lung and bronchus cancer,Cancer
PGS000393,Lung and bronchus cancer,Cancer
PGS000394,Lung and bronchus cancer,Cancer
PGS000395,Lung and bronchus cancer,Cancer
PGS000396,Lung and bronchus cancer,Cancer
PGS000397,Lung and bronchus cancer,Cancer
PGS000070,Lung cancer,Cancer
PGS000078,Lung cancer,Cancer
PGS000156,Lung cancer,Cancer
PGS000721,Lung cancer,Cancer
PGS000740,Lung cancer,Cancer
PGS000789,Lung cancer,Cancer
PGS000880,Lung cancer,Cancer
PGS002270,Lung cancer,Cancer
PGS002808,Lung cancer,Cancer
PGS003391,Lung cancer,Cancer
PGS004165,Lung cancer,Cancer
PGS004246,Lung cancer,Cancer
PGS004325,Lung cancer,Cancer
PGS004691,Lung cancer,Cancer
PGS004860,Lung cancer,Cancer
PGS004884,Lung cancer,Cancer
PGS004955,Lung cancer,Cancer
PGS005163,Lung cancer,Cancer
PGS005397,Lung cancer,Cancer
PGS004164,Lung cancer in never smokers,Cancer
PGS001236,Lung function (FEV1),Lung & Respiratory
PGS000210,Lung function (FEV1/FVC),Lung & Respiratory
PGS001180,Lung function (FEV1/FVC),Lung & Respiratory
PGS003862,Lung function (FEV1/FVC),Lung & Respiratory
PGS003863,Lung function (FEV1/FVC),Lung & Respiratory
PGS003864,Lung function (FEV1/FVC),Lung & Respiratory
PGS003865,Lung function (FEV1/FVC),Lung & Respiratory
PGS001237,Lung function (FVC),Lung & Respiratory
PGS003392,Lung squamous cell carcinoma,Cancer
PGS001870,Lupus (localized and systemic),Immune & Autoimmune
PGS002082,Lupus (localized and systemic),Immune & Autoimmune
PGS019593,Lupus localized and systemic,Immune & Autoimmune
PGS019594,Lupus localized and systemic,Immune & Autoimmune
PGS019595,Lupus localized and systemic,Immune & Autoimmune
PGS019596,Lupus localized and systemic,Immune & Autoimmune
PGS019597,Lupus localized and systemic,Immune & Autoimmune
PGS019598,Lupus localized and systemic,Immune & Autoimmune
PGS001412,LV ejection fraction,Cardiovascular & Cholesterol
PGS001413,LV stroke volume,Cardiovascular & Cholesterol
PGS000097,Lymphocyte count,Blood & Biomarkers
PGS000172,Lymphocyte count,Blood & Biomarkers
PGS001199,Lymphocyte count,Blood & Biomarkers
PGS001965,Lymphocyte count,Blood & Biomarkers
PGS002183,Lymphocyte count,Blood & Biomarkers
PGS002338,Lymphocyte count,Blood & Biomarkers
PGS002370,Lymphocyte count,Blood & Biomarkers
PGS002410,Lymphocyte count,Blood & Biomarkers
PGS002459,Lymphocyte count,Blood & Biomarkers
PGS002508,Lymphocyte count,Blood & Biomarkers
PGS002557,Lymphocyte count,Blood & Biomarkers
PGS002606,Lymphocyte count,Blood & Biomarkers
PGS002655,Lymphocyte count,Blood & Biomarkers
PGS002704,Lymphocyte count,Blood & Biomarkers
PGS003475,Lymphocyte count,Blood & Biomarkers
PGS003936,Lymphocyte count,Blood & Biomarkers
PGS004356,Lymphocyte count,Blood & Biomarkers
PGS005174,Lymphocyte count variance,Blood & Biomarkers
PGS000077,Lymphocytic leukemia,Cancer
PGS000788,Lymphocytic leukemia,Cancer
PGS005270,Lymphocytic thyroiditis,Metabolism & Hormones
PGS005271,Lymphocytic thyroiditis,Metabolism & Hormones
PGS005272,Lymphocytic thyroiditis,Metabolism & Hormones
PGS000645,Lymphoid leukemia,Cancer
PGS004477,M13 (Other arthritis),"Bone, Joint & Muscle Health"
PGS004547,M13 (Other arthritis),"Bone, Joint & Muscle Health"
PGS004478,M16 (Coxarthrosis [arthrosis of hip]),"Bone, Joint & Muscle Health"
PGS004548,M16 (Coxarthrosis [arthrosis of hip]),"Bone, Joint & Muscle Health"
PGS004479,M17 (Gonarthrosis [arthrosis of knee]),"Bone, Joint & Muscle Health"
PGS004549,M17 (Gonarthrosis [arthrosis of knee]),"Bone, Joint & Muscle Health"
PGS004480,M19 (Other arthrosis),"Bone, Joint & Muscle Health"
PGS004550,M19 (Other arthrosis),"Bone, Joint & Muscle Health"
PGS004481,M20 (Acquired deformities of fingers and toes),"Bone, Joint & Muscle Health"
PGS004551,M20 (Acquired deformities of fingers and toes),"Bone, Joint & Muscle Health"
PGS004483,"M25 (Other joint disorders, not elsewhere classified)","Bone, Joint & Muscle Health"
PGS004553,"M25 (Other joint disorders, not elsewhere classified)","Bone, Joint & Muscle Health"
PGS004484,M47 (Spondylosis),"Bone, Joint & Muscle Health"
PGS004554,M47 (Spondylosis),"Bone, Joint & Muscle Health"
PGS004485,M48 (Other spondylopathies),"Bone, Joint & Muscle Health"
PGS004555,M48 (Other spondylopathies),"Bone, Joint & Muscle Health"
PGS004490,M81 (Osteoporosis without pathological fracture),"Bone, Joint & Muscle Health"
PGS004560,M81 (Osteoporosis without pathological fracture),"Bone, Joint & Muscle Health"
PGS001013,Macular degeneration,Eye Health
PGS001834,Macular degeneration (senile) of retina NOS,Eye Health
PGS002041,Macular degeneration (senile) of retina NOS,Eye Health
PGS019031,Macular degeneration senile of retina NOS,Eye Health
PGS019032,Macular degeneration senile of retina NOS,Eye Health
PGS019033,Macular degeneration senile of retina NOS,Eye Health
PGS019034,Macular degeneration senile of retina NOS,Eye Health
PGS019035,Macular degeneration senile of retina NOS,Eye Health
PGS019026,Macular puckering of retina,Eye Health
PGS019027,Macular puckering of retina,Eye Health
PGS019028,Macular puckering of retina,Eye Health
PGS019029,Macular puckering of retina,Eye Health
PGS019030,Macular puckering of retina,Eye Health
PGS000193,Major depression,Brain & Mental Health
PGS000907,Major depressive disorder,Brain & Mental Health
PGS002789,Major depressive disorder,Brain & Mental Health
PGS003442,Major depressive disorder,Brain & Mental Health
PGS004591,Major depressive disorder,Brain & Mental Health
PGS004885,Major depressive disorder,Brain & Mental Health
PGS003333,Major Depressive Disorder,Brain & Mental Health
PGS003576,Major Depressive Disorder (Lifetime),Brain & Mental Health
PGS003577,Major Depressive Disorder (Lifetime),Brain & Mental Health
PGS003578,Major Depressive Disorder (Lifetime),Brain & Mental Health
PGS003579,Major Depressive Disorder (Lifetime),Brain & Mental Health
PGS003580,Major Depressive Disorder (Lifetime),Brain & Mental Health
PGS003581,Major Depressive Disorder (Lifetime),Brain & Mental Health
PGS003582,Major Depressive Disorder (Lifetime),Brain & Mental Health
PGS003583,Major Depressive Disorder (Lifetime),Brain & Mental Health
PGS003584,Major Depressive Disorder (Lifetime),Brain & Mental Health
PGS003585,Major Depressive Disorder (Lifetime),Brain & Mental Health
PGS001301,Malabsorption/coeliac disease,Immune & Autoimmune
PGS001111,Male genital tract cancer,Cancer
PGS018570,Malignant neoplasm of bladder,Cancer
PGS018571,Malignant neoplasm of bladder,Cancer
PGS018572,Malignant neoplasm of bladder,Cancer
PGS018573,Malignant neoplasm of bladder,Cancer
PGS018574,Malignant neoplasm of bladder,Cancer
PGS018535,Malignant neoplasm of female breast,Cancer
PGS018536,Malignant neoplasm of female breast,Cancer
PGS018537,Malignant neoplasm of female breast,Cancer
PGS018538,Malignant neoplasm of female breast,Cancer
PGS018539,Malignant neoplasm of female breast,Cancer
PGS000605,"Malignant neoplasm of kidney, except pelvis",Cancer
PGS000606,"Malignant neoplasm of kidney, except pelvis",Cancer
PGS018505,Malignant neoplasm of liver primary,Cancer
PGS018506,Malignant neoplasm of liver primary,Cancer
PGS018507,Malignant neoplasm of liver primary,Cancer
PGS018508,Malignant neoplasm of liver primary,Cancer
PGS018509,Malignant neoplasm of liver primary,Cancer
PGS000544,Malignant neoplasm of ovary,Cancer
PGS000545,Malignant neoplasm of ovary,Cancer
PGS000546,Malignant neoplasm of ovary,Cancer
PGS000547,Malignant neoplasm of ovary,Cancer
PGS000548,Malignant neoplasm of ovary,Cancer
PGS000549,Malignant neoplasm of ovary,Cancer
PGS000550,Malignant neoplasm of ovary,Cancer
PGS000551,Malignant neoplasm of ovary,Cancer
PGS000552,Malignant neoplasm of ovary,Cancer
PGS000553,Malignant neoplasm of ovary,Cancer
PGS000554,Malignant neoplasm of ovary,Cancer
PGS000555,Malignant neoplasm of ovary,Cancer
PGS000556,Malignant neoplasm of ovary,Cancer
PGS000557,Malignant neoplasm of ovary,Cancer
PGS000558,Malignant neoplasm of ovary,Cancer
PGS000559,Malignant neoplasm of ovary,Cancer
PGS000560,Malignant neoplasm of ovary,Cancer
PGS000561,Malignant neoplasm of ovary,Cancer
PGS000562,Malignant neoplasm of ovary,Cancer
PGS000563,Malignant neoplasm of ovary,Cancer
PGS000564,Malignant neoplasm of ovary,Cancer
PGS018495,Malignant neoplasm of rectum rectosigmoid junction and anus,Cancer
PGS018496,Malignant neoplasm of rectum rectosigmoid junction and anus,Cancer
PGS018497,Malignant neoplasm of rectum rectosigmoid junction and anus,Cancer
PGS018498,Malignant neoplasm of rectum rectosigmoid junction and anus,Cancer
PGS018499,Malignant neoplasm of rectum rectosigmoid junction and anus,Cancer
PGS000383,"Malignant neoplasm of rectum, rectosigmoid junction, and anus",Cancer
PGS000384,"Malignant neoplasm of rectum, rectosigmoid junction, and anus",Cancer
PGS000595,Malignant neoplasm of testis,Cancer
PGS000596,Malignant neoplasm of testis,Cancer
PGS000597,Malignant neoplasm of testis,Cancer
PGS000598,Malignant neoplasm of testis,Cancer
PGS000599,Malignant neoplasm of testis,Cancer
PGS000600,Malignant neoplasm of testis,Cancer
PGS000601,Malignant neoplasm of testis,Cancer
PGS000602,Malignant neoplasm of testis,Cancer
PGS000603,Malignant neoplasm of testis,Cancer
PGS000604,Malignant neoplasm of testis,Cancer
PGS001806,Malignant neoplasm of testis,Cancer
PGS000541,Malignant neoplasm of uterus,Cancer
PGS000542,Malignant neoplasm of uterus,Cancer
PGS018555,Malignant neoplasm of uterus,Cancer
PGS018556,Malignant neoplasm of uterus,Cancer
PGS018557,Malignant neoplasm of uterus,Cancer
PGS018558,Malignant neoplasm of uterus,Cancer
PGS018559,Malignant neoplasm of uterus,Cancer
PGS018590,Malignant neoplasm other,Cancer
PGS018591,Malignant neoplasm other,Cancer
PGS018592,Malignant neoplasm other,Cancer
PGS018593,Malignant neoplasm other,Cancer
PGS018594,Malignant neoplasm other,Cancer
